"","duration","maxGrip","maxGripTime","maxGripTimeRel","condition","type","period","gripType","num","file","obsisSubj","obsisSession","obsisTrial","fins","stick","stickcm","orientation","stickcmCentered","stickFiveRef","stickNineRef","stickElevenRef","finsSumCoded"
"15",0.491666666666667,59.6972078027554,0.158333333333333,0.322033898305085,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","closed","five",5,"horizontal",-3,"five","five","five","closed"
"16",0.9,85.878641502669,0.175,0.194444444444444,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"17",0.308333333333333,93.6176282878136,0.3,0.972972972972973,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"18",0.691666666666667,79.0566433664887,0,0,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"19",0.541666666666667,105.261324450322,0.183333333333333,0.338461538461538,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"20",0.566666666666667,109.359268638794,0.0166666666666667,0.0294117647058824,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"21",0.516666666666667,98.1613861472627,0,0,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"22",0.591666666666667,122.735427682256,0,0,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"23",0.541666666666667,131.816289877566,0.0833333333333333,0.153846153846154,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"24",0.541666666666667,126.771353510578,0.391666666666667,0.723076923076923,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_003.csv","093","002","003","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"25",0.483333333333333,58.5475101744933,0.1,0.206896551724138,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","none","five",5,"horizontal",-3,"five","five","five","none"
"26",0.641666666666667,102.544717692811,0,0,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","open","five",5,"horizontal",-3,"five","five","five","open"
"27",0.725,60.3625028124591,0.075,0.103448275862069,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","closed","five",5,"horizontal",-3,"five","five","five","closed"
"28",0.658333333333333,97.1637394763562,0,0,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"29",0.641666666666667,92.1988588839311,0.558333333333333,0.87012987012987,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"30",0.691666666666667,97.2821837343057,0.0166666666666667,0.0240963855421687,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"31",0.525,113.361047655288,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"32",1.00833333333333,113.741040706059,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"33",0.608333333333333,112.98567495829,0,0,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"34",0.675,125.02431219745,0.0333333333333333,0.0493827160493827,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"35",0.841666666666667,131.338679998111,0.075,0.0891089108910891,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"36",0.591666666666667,114.840357633793,0.583333333333333,0.985915492957746,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_004.csv","093","002","004","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"37",0.633333333333333,71.3729908124101,0,0,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","none","five",5,"horizontal",-3,"five","five","five","none"
"38",0.816666666666667,83.5766415913752,0,0,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","open","five",5,"horizontal",-3,"five","five","five","open"
"39",0.691666666666667,55.103256636609,0.341666666666667,0.493975903614458,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","closed","five",5,"horizontal",-3,"five","five","five","closed"
"40",0.75,102.528665315649,0.0416666666666667,0.0555555555555556,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"41",1.30833333333333,99.4048090709296,0.208333333333333,0.159235668789809,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"42",1.075,82.1219148951506,0.408333333333333,0.37984496124031,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"43",0.833333333333333,108.949280181287,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"44",0.725,114.153054226278,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"45",0.916666666666667,93.1257008372577,0.141666666666667,0.154545454545455,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"46",0.975,131.37665365994,0.0666666666666667,0.0683760683760684,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"47",0.808333333333333,129.030811825592,0,0,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"48",0.95,108.836652885116,0,0,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_006.csv","093","001","006","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"49",0.841666666666667,71.8869101139215,0.841666666666667,1,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","none","five",5,"horizontal",-3,"five","five","five","none"
"50",0.575,67.21069289531,0,0,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","open","five",5,"horizontal",-3,"five","five","five","open"
"51",0.683333333333333,61.9461705061814,0,0,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","closed","five",5,"horizontal",-3,"five","five","five","closed"
"52",0.675,97.8503915564454,0,0,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"53",0.758333333333333,90.5039202257987,0,0,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"54",0.725,76.383999675768,0.4,0.551724137931034,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"55",0.575,115.831613850479,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"56",0.5,113.775628514946,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"57",0.708333333333333,105.892017433548,0.025,0.0352941176470588,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"58",0.533333333333333,129.30070941207,0,0,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"59",0.458333333333333,129.01302577097,0,0,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"60",0.6,121.926023864831,0,0,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_007.csv","093","001","007","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"61",0.383333333333333,74.1118690200498,0,0,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","none","five",5,"horizontal",-3,"five","five","five","none"
"62",0.508333333333333,82.2460912742415,0,0,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","open","five",5,"horizontal",-3,"five","five","five","open"
"63",0.775,70.4604482076603,0,0,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","closed","five",5,"horizontal",-3,"five","five","five","closed"
"64",0.958333333333333,100.309371700997,0.133333333333333,0.139130434782609,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"65",0.791666666666667,113.551853898486,0,0,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"66",0.6,98.5316330746246,0.0666666666666667,0.111111111111111,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"67",0.591666666666667,117.911443694134,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"68",0.491666666666667,128.765184958845,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"69",0.525,103.008140723031,0.0416666666666667,0.0793650793650794,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"70",0.641666666666667,115.995198418732,0.275,0.428571428571429,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"71",0.525,122.521054215321,0,0,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"72",0.35,122.036666267596,0,0,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_008.csv","093","001","008","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"73",0.475,81.7213315688415,0,0,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","none","five",5,"horizontal",-3,"five","five","five","none"
"74",0.558333333333333,79.4231199828087,0.075,0.134328358208955,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","open","five",5,"horizontal",-3,"five","five","five","open"
"75",0.691666666666667,75.1239283474453,0.1,0.144578313253012,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","closed","five",5,"horizontal",-3,"five","five","five","closed"
"76",0.625,102.227290789891,0,0,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"77",0.625,104.856720324256,0,0,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"78",0.641666666666667,93.0437365939135,0.0666666666666667,0.103896103896104,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"79",0.508333333333333,119.126189215543,0.166666666666667,0.327868852459016,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"80",0.583333333333333,128.802777948226,0.05,0.0857142857142857,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"81",0.775,121.727318964168,0.00833333333333333,0.010752688172043,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"82",0.525,142.614192021836,0,0,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"83",0.458333333333333,146.552514901376,0,0,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"84",0.491666666666667,141.397291780579,0.0166666666666667,0.0338983050847458,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_002.csv","096","002","002","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"85",0.575,78.5085670526488,0.0416666666666667,0.072463768115942,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","none","five",5,"horizontal",-3,"five","five","five","none"
"86",0.708333333333333,77.4543453792315,0.075,0.105882352941176,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","open","five",5,"horizontal",-3,"five","five","five","open"
"87",0.75,72.3493406133977,0.166666666666667,0.222222222222222,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","closed","five",5,"horizontal",-3,"five","five","five","closed"
"88",0.558333333333333,97.4698612307154,0.383333333333333,0.686567164179104,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"89",0.641666666666667,96.345970741628,0.166666666666667,0.25974025974026,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"90",0.925,97.8228584161874,0.1,0.108108108108108,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"91",0.758333333333333,119.877443423658,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"92",0.808333333333333,131.463901531329,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"93",0.591666666666667,115.912710120257,0.0916666666666667,0.154929577464789,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"94",0.691666666666667,150.146342567566,0,0,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"95",0.791666666666667,149.745739915967,0,0,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"96",0.658333333333333,139.256398451167,0.116666666666667,0.177215189873418,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_003.csv","096","002","003","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"97",0.575,73.9032057112278,0,0,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","none","five",5,"horizontal",-3,"five","five","five","none"
"98",0.675,80.8941236315325,0.05,0.0740740740740741,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","open","five",5,"horizontal",-3,"five","five","five","open"
"99",0.591666666666667,71.0313134051043,0.291666666666667,0.492957746478873,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","closed","five",5,"horizontal",-3,"five","five","five","closed"
"100",0.708333333333333,94.4258205663677,0,0,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"101",0.716666666666667,104.105072454161,0.0166666666666667,0.0232558139534884,"5","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"102",0.925,93.5505277287634,0.0666666666666667,0.0720720720720721,"6","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"103",0.808333333333333,117.237652269233,0.0583333333333333,0.0721649484536082,"7","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"104",0.708333333333333,121.412492003448,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"105",0.583333333333333,100.079291774258,0,0,"9","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"106",0.633333333333333,138.140966406712,0,0,"10","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"107",0.516666666666667,143.930731411065,0.0583333333333333,0.112903225806452,"11","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"108",0.541666666666667,129.221675741348,0,0,"12","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_004.csv","096","002","004","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"109",0.725,81.4212978736085,0.258333333333333,0.35632183908046,"1","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_007.csv","096","001","007","none","five",5,"horizontal",-3,"five","five","five","none"
"110",0.683333333333333,80.0801323030998,0.558333333333333,0.817073170731707,"2","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_007.csv","096","001","007","open","five",5,"horizontal",-3,"five","five","five","open"
"111",0.758333333333333,73.9878302472961,0.0333333333333333,0.043956043956044,"3","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_007.csv","096","001","007","closed","five",5,"horizontal",-3,"five","five","five","closed"
"112",0.7,99.6268733727601,0,0,"4","ESTIMATION","STEADY",NA,0,"./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_007.csv","096","001","007","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
